Player,Nation,Pos,SoT%,Squad,Comp,Age,MP,G/90,G/Sh,G/SoT,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assist,Cross,CrossCompleted,CrossComp%,Tackle_Won,Interception ,SucDribble,Dribble,DribbleComp%,DribblePast%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%,AerLost%,PasswHead,PasswHead%,PKwon,but_par_tir,but_par_tir_cadre,but_par_90min,pass_short_comp,pass_medium_comp,pass_long_comp,tete_reussi,passe_avec_tete,Dribbles_reussis,Dribles_passes,Tir,Tete,Passe,Dribbles,Note Finale,classement_equipe
Petko Hristov,BUL,DF,Spezia,Serie A,23.0,17,0.07,0.5,1.0,0,0,1,603,503,83.42,89.6,92.2,62.5,1,0,0,,7,693.07,2,3,66.67,4.67,3,0,11,17,0,44,21,67.74,0,38,6.3,0.0,2.45,1.65,0.0,81,78,55,77,58,84,97,64,39,31,85,61,62,50,42,54.0,5
Carlos Akapo,EQG,DF,Cádiz,La Liga,29.0,25,0.0,0.0,0.0,0,0,0,848,629,74.17,85.2,80.2,48.6,0,32,9,28.12,34,1312.74,12,21,57.14,3.24,4,0,26,28,0,43,36,54.4,0,62,7.31,0.0,1.71,0.39,0.0,45,87,24,27,26,84,46,57,75,88,85,72,61,24,73,54.0,4
Jonny Evans,NIR,DF,Leicester City,Premier League,34.0,18,0.07,0.33,0.5,0,0,1,975,810,83.08,88.0,92.1,58.2,1,3,1,33.33,18,1000.0,1,2,50.0,3.5,3,0,16,12,0,53,18,74.63,0,50,5.13,0.0,1.47,0.87,0.0,91,65,40,76,49,84,82,60,52,60,85,61,62,44,52,54.0,4
Elseid Hysaj,ALB,DF,Lazio,Serie A,28.0,29,0.04,0.25,0.5,0,0,1,1417,1234,87.09,93.5,89.3,61.5,0,22,4,18.18,24,1256.54,15,32,46.88,2.22,3,0,16,19,0,22,24,47.8,0,33,2.33,0.0,1.6,0.36,0.0,29,16,85,63,56,84,43,61,52,75,85,61,22,67,67,54.0,5
Brandon Williams,ENG,DF,Norwich City,Premier League,21.0,26,0.0,0.0,0.0,0,0,0,1112,900,80.94,90.0,82.7,56.8,1,18,4,22.22,29,1223.63,16,32,50.0,2.38,8,0,26,53,0,22,20,52.25,0,41,3.69,0.0,2.16,0.3,0.0,40,41,58,37,45,84,38,56,75,83,85,94,38,44,79,54.0,3
Cristian Gamboa,CRC,DF,Bochum,Bundesliga,32.0,23,0.05,0.2,1.0,0,0,1,960,693,72.19,88.2,78.5,54.0,0,27,10,37.04,45,1363.64,13,17,76.47,4.29,6,0,22,11,0,26,17,60.44,0,56,5.83,0.0,1.73,0.42,0.0,61,73,42,21,38,84,48,55,68,96,85,87,59,30,74,54.0,4
Gabriel Paulista,BRA,DF,Valencia,La Liga,31.0,19,0.11,0.33,0.67,0,0,2,601,483,80.37,87.5,86.6,69.0,1,0,0,,12,851.06,2,5,40.0,3.4,2,0,12,12,0,40,22,64.57,0,57,9.48,0.0,1.19,0.68,0.0,70,94,36,51,72,84,68,56,42,44,85,49,67,43,45,53.0,3
Thuler,BRA,DF,Montpellier,Ligue 1,23.0,16,0.0,0.0,0.0,0,0,0,332,279,84.04,88.8,91.3,65.2,0,1,0,0.0,16,661.16,0,2,0.0,10.5,3,1,12,2,0,19,8,70.42,0,19,5.72,0.0,1.58,0.84,0.0,86,72,48,71,64,84,80,56,42,54,98,61,61,47,49,53.0,4
Lucas Vázquez,ESP,DF,Real Madrid,La Liga,30.0,29,0.15,0.17,0.6,0,0,3,1548,1336,86.3,92.8,88.9,62.6,0,56,10,17.86,31,1319.15,18,37,48.65,2.51,3,0,30,38,0,4,9,31.25,0,21,1.36,0.0,2.16,0.34,0.0,8,7,79,61,59,84,42,62,83,85,85,61,7,65,77,53.0,4
Moritz Jenz,GER,DF,Lorient,Ligue 1,23.0,17,0.07,0.13,1.0,0,0,1,686,588,85.71,89.5,92.4,72.0,0,0,0,,17,787.04,2,2,100.0,6.5,5,1,26,3,2,33,22,60.0,0,25,3.64,0.0,2.09,0.85,0.0,60,39,54,78,78,84,81,58,75,57,98,81,39,55,61,53.0,3
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,30.0,35,0.03,0.07,0.33,0,0,1,1794,1371,76.42,89.3,79.7,55.3,2,84,29,34.52,15,1648.35,26,58,44.83,1.48,10,1,50,63,0,37,38,49.3,0,61,3.4,0.0,1.4,0.2,0.0,31,33,53,25,41,84,27,54,98,52,98,98,32,40,86,53.0,4
Maxim Leitsch,GER,DF,Bochum,Bundesliga,24.0,19,0.06,0.2,1.0,0,0,1,805,680,84.47,85.3,93.7,70.7,0,5,2,40.0,16,1185.19,2,4,50.0,3.0,2,0,8,1,0,44,29,60.19,0,40,4.97,0.0,2.57,1.29,0.0,60,63,24,85,75,84,94,67,32,54,85,49,50,50,45,53.0,5
Ridgeciano Haps,SUR,DF,Venezia,Serie A,28.0,25,0.04,0.09,0.5,0,0,1,873,660,75.6,86.1,79.2,56.3,1,22,5,22.73,16,958.08,14,16,87.5,3.81,6,0,26,49,0,26,24,52.05,0,45,5.15,0.04,2.37,0.48,0.09,39,66,28,23,44,98,53,67,75,54,85,87,48,29,69,53.0,3
Aaron Hickey,SCO,DF,Bologna,Serie A,19.0,36,0.16,0.24,0.38,0,0,5,1307,1068,81.71,91.0,82.2,52.2,1,39,9,23.08,22,1527.78,28,55,50.91,2.04,7,0,45,75,0,17,41,29.19,0,32,2.45,0.0,2.11,0.48,0.0,7,18,65,34,35,84,53,69,96,69,85,91,12,45,85,53.0,6
Kyle Walker-Peters,ENG,DF,Southampton,Premier League,25.0,32,0.03,0.04,0.14,0,0,1,1357,1071,78.92,88.7,80.5,55.0,2,33,3,9.09,27,1255.81,51,80,63.75,2.26,5,0,29,53,0,32,40,44.31,0,50,3.68,0.0,1.81,0.31,0.0,21,40,47,28,40,84,39,61,81,80,85,81,30,38,82,53.0,3
Franco Russo,ARG,DF,Mallorca,La Liga,27.0,19,0.06,0.17,0.5,0,0,1,652,496,76.07,81.9,82.5,64.2,0,0,0,,13,1007.75,4,7,57.14,3.57,7,2,24,10,1,38,29,56.69,0,54,8.28,0.0,1.96,0.86,0.0,49,91,12,36,62,84,81,62,71,46,99,91,57,30,63,53.0,4
Rafael Czichos,GER,DF,Köln,Bundesliga,32.0,17,0.0,0.0,0.0,0,0,0,1041,872,83.77,81.5,92.0,75.7,1,4,0,0.0,22,1182.8,2,3,66.67,4.33,4,0,20,11,1,58,41,58.58,0,59,5.67,0.0,2.18,0.96,0.0,54,71,11,76,85,84,86,60,65,69,85,72,49,45,57,53.0,5
Akim Zedadka,FRA,DF,Clermont Foot,Ligue 1,26.0,38,0.0,0.0,0.0,0,0,0,2110,1694,80.28,88.2,81.2,56.7,3,89,30,33.71,42,2048.78,37,86,43.02,1.38,5,0,29,91,0,29,36,44.57,0,67,3.18,0.0,1.67,0.24,0.0,22,30,42,31,45,84,31,57,81,94,85,81,26,39,85,52.0,4
Makoto Hasebe,JPN,DF,Eint Frankfurt,Bundesliga,38.0,18,0.0,0.0,0.0,0,0,0,936,812,86.75,92.5,91.0,75.3,0,1,0,0.0,23,891.47,4,6,66.67,5.0,1,0,18,16,0,33,33,50.0,0,38,4.06,0.0,1.97,0.68,0.08,36,48,77,70,84,97,68,60,59,72,85,35,34,62,50,52.0,4
Léo Pétrot,FRA,DF,Lorient,Ligue 1,25.0,22,0.05,0.2,0.33,0,0,1,954,797,83.54,91.4,91.4,65.7,0,1,0,0.0,16,898.88,0,1,0.0,0.0,0,0,10,9,0,41,50,45.01,0,43,4.51,0.0,2.23,0.94,0.05,22,55,69,72,65,92,85,72,37,54,85,20,33,60,42,52.0,4
Marcos Llorente,ESP,DFMF,Atlético Madrid,La Liga,27.0,29,0.0,0.0,0.0,0,0,0,1321,1060,80.24,88.4,79.1,63.6,2,74,12,16.22,33,1727.75,18,28,64.29,2.64,5,0,30,27,0,25,29,46.23,0,38,2.88,0.0,1.54,0.33,0.0,25,25,44,23,61,84,41,60,83,87,85,81,25,42,83,52.0,5
Mërgim Vojvoda,KVX,DF,Torino,Serie A,27.0,29,0.0,0.0,0.0,0,0,0,1164,911,78.26,90.1,80.7,51.6,3,63,15,23.81,16,860.22,20,31,64.52,3.52,3,0,28,11,0,33,29,53.19,0,37,3.18,0.0,1.86,0.41,0.0,42,30,59,30,33,84,47,64,79,54,85,61,35,40,69,52.0,7
Clément Lenglet,FRA,DF,Barcelona,La Liga,26.0,21,0.0,0.0,0.0,0,0,0,813,738,90.77,92.9,97.5,78.0,1,0,0,,13,663.27,1,3,33.33,3.67,4,0,20,5,0,22,28,44.01,0,30,3.69,0.0,1.3,0.33,0.0,21,41,80,95,88,84,41,49,65,46,85,72,26,75,57,52.0,5
Andreas Christensen,DEN,DF,Chelsea,Premier League,26.0,19,0.0,0.0,0.0,0,0,0,1278,1167,91.31,93.8,93.9,82.8,0,2,1,50.0,12,1111.11,6,6,100.0,6.0,2,0,13,7,0,60,37,61.82,0,40,3.13,0.0,1.81,0.54,0.0,63,29,86,86,93,84,58,53,45,44,85,49,38,72,46,52.0,6
Pervis Estupiñán,ECU,DF,Villarreal,La Liga,24.0,28,0.0,0.0,0.0,0,0,0,1057,836,79.09,88.9,81.6,57.3,1,63,15,23.81,20,947.87,18,29,62.07,3.55,3,0,27,12,0,29,24,54.79,0,36,3.41,0.0,2.11,0.34,0.0,46,34,49,33,46,84,42,60,77,63,85,61,39,41,69,52.0,6
Dimitri Foulquier,FRA,DF,Valencia,La Liga,29.0,29,0.0,0.0,0.0,0,0,0,1007,703,69.81,84.3,75.1,47.1,1,35,5,14.29,26,1405.41,16,25,64.0,2.92,11,0,46,42,0,25,29,46.15,0,52,5.16,0.04,1.96,0.23,0.0,24,66,19,12,23,84,30,56,96,78,85,99,44,18,88,52.0,4
Joseph Scally,USA,DF,M'Gladbach,Bundesliga,19.0,30,0.05,0.06,0.17,0,0,1,1033,825,79.86,87.7,81.3,64.7,2,29,8,27.59,23,1105.77,22,46,47.83,2.46,4,0,30,43,0,23,26,46.75,0,36,3.48,0.0,2.03,0.19,0.0,26,36,38,31,63,84,26,55,83,72,85,72,31,44,78,52.0,4
William Troost-Ekong,NGA,DF,Watford,Premier League,28.0,17,0.0,0.0,0.0,0,0,0,559,442,79.07,83.3,89.7,65.0,0,1,0,0.0,10,909.09,1,2,50.0,3.0,3,0,17,1,0,32,17,65.41,0,34,6.08,0.0,1.88,0.91,0.06,73,76,17,64,63,95,84,63,56,37,85,61,58,38,47,52.0,3
Alfonso Espino,URU,DF,Cádiz,La Liga,30.0,37,0.05,0.07,0.25,0,0,2,1779,1124,63.18,83.2,71.3,38.1,2,105,22,20.95,78,2557.38,23,40,57.5,1.7,6,0,58,48,0,55,67,45.15,0,81,4.55,0.0,2.27,0.32,0.0,23,57,16,6,11,84,40,63,99,100,85,87,40,11,93,52.0,5
Tommaso Augello,ITA,DF,Sampdoria,Serie A,27.0,36,0.04,0.14,0.5,0,0,1,1384,1062,76.73,86.1,83.0,54.7,1,61,13,21.31,24,1420.12,21,43,48.84,2.09,0,0,15,22,0,41,25,62.1,0,62,4.48,0.0,1.77,0.19,0.0,64,55,28,38,39,84,26,55,49,75,85,20,60,35,57,52.0,5
Damián Suárez,URU,DF,Getafe,La Liga,34.0,35,0.0,0.0,0.0,0,0,0,1467,1012,68.98,86.8,75.4,42.1,3,80,24,30.0,50,1953.12,12,41,29.27,1.15,13,0,57,34,0,29,35,45.28,0,70,4.77,0.0,1.99,0.17,0.0,23,61,32,12,14,84,24,54,99,97,85,99,42,19,95,52.0,5
Michael Svoboda,AUT,DF,Venezia,Serie A,23.0,18,0.0,0.0,0.0,0,0,0,614,518,84.36,92.4,91.5,69.4,0,1,1,100.0,22,912.86,2,3,66.67,5.0,2,1,10,4,0,39,37,51.35,0,20,3.26,0.0,2.04,1.09,0.22,38,31,76,73,73,99,90,69,37,69,98,49,28,59,51,52.0,4
Karim Rekik,NED,DF,Sevilla,La Liga,27.0,18,0.0,0.0,0.0,0,0,0,756,693,91.67,92.7,95.1,77.8,2,5,1,20.0,13,833.33,7,10,70.0,6.6,2,0,18,9,0,28,19,59.59,0,31,4.1,0.0,1.23,0.49,0.0,57,49,79,90,88,84,54,50,59,46,85,49,42,69,48,52.0,4
Christopher Wooh,FRA,DF,Lens,Ligue 1,20.0,14,0.0,0.0,0.0,0,0,0,601,533,88.69,89.9,93.6,77.9,1,1,0,0.0,24,738.46,5,9,55.56,6.67,2,0,10,12,0,26,14,64.91,0,24,3.99,0.09,2.22,1.28,0.17,71,46,57,85,88,99,94,63,37,75,85,49,43,56,45,52.0,5
Marco Meyerhöfer,GER,DF,Greuther Fürth,Bundesliga,26.0,26,0.04,0.1,0.5,0,0,1,1201,894,74.44,89.5,75.5,50.0,0,26,3,11.54,23,1138.61,20,37,54.05,2.14,0,0,23,29,1,28,28,50.0,0,60,5.0,0.0,2.49,0.87,0.0,36,63,54,13,31,84,82,75,70,72,85,20,46,30,58,52.0,4
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,34.0,26,0.0,0.0,0.0,0,0,0,1004,766,76.29,89.4,77.5,43.4,0,36,4,11.11,36,1621.62,9,15,60.0,2.67,2,0,26,18,0,36,29,55.36,0,64,6.37,0.0,2.44,0.18,0.0,47,79,53,19,16,84,25,50,75,90,85,49,59,27,70,52.0,4
Mihailo Risti?,SRB,DF,Montpellier,Ligue 1,26.0,29,0.05,0.06,0.2,0,0,1,1060,805,75.94,91.4,80.3,46.2,3,49,10,20.41,33,1157.89,24,39,61.54,3.21,3,1,26,30,0,24,18,57.14,0,26,2.45,0.0,1.9,0.3,0.0,50,18,69,27,21,84,38,59,75,87,98,61,33,38,79,52.0,5
Juan Jesus,BRA,DF,Napoli,Serie A,30.0,21,0.07,0.25,1.0,0,0,1,842,753,89.43,93.1,94.9,71.1,0,2,0,0.0,20,980.39,2,3,66.67,4.67,1,0,15,2,1,30,27,52.62,0,13,1.54,0.0,2.04,1.13,0.0,41,8,82,90,76,84,92,69,49,63,85,35,21,70,49,52.0,5
Kostas Stafylidis,GRE,DFMF,Bochum,Bundesliga,28.0,24,0.0,0.0,0.0,0,0,0,696,507,72.84,86.4,79.4,55.7,1,32,7,21.88,28,861.54,8,12,66.67,5.42,3,1,13,19,0,29,26,52.66,0,40,5.75,0.0,2.01,0.45,0.06,41,73,29,24,42,95,51,63,45,82,98,61,51,28,64,52.0,6
Andoni Gorosabel,ESP,DF,Real Sociedad,La Liga,25.0,32,0.0,0.0,0.0,0,0,0,1465,1223,83.48,92.9,84.4,51.7,4,45,7,15.56,29,1502.59,19,32,59.38,2.59,4,0,28,24,0,36,37,49.31,0,37,2.53,0.0,1.46,0.12,0.0,31,20,80,42,34,84,19,51,79,83,85,72,26,52,80,52.0,5
Dan Burn,ENG,DF,Newcastle Utd,Premier League,30.0,16,0.0,0.0,0.0,0,0,0,574,461,80.31,84.0,87.7,59.6,1,1,0,0.0,12,769.23,0,1,0.0,0.0,4,0,13,5,0,90,28,76.29,0,60,10.45,0.0,2.06,1.0,0.0,93,96,18,56,52,84,88,59,45,44,85,72,72,32,47,52.0,3
Matthew Lowton,ENG,DF,Burnley,Premier League,32.0,25,0.05,0.1,0.5,0,0,1,870,599,68.85,88.3,73.1,45.0,2,39,8,20.51,26,1140.35,9,15,60.0,3.4,3,1,18,8,0,31,26,54.33,0,48,5.52,0.0,2.28,0.66,0.0,45,70,43,8,19,84,67,67,59,78,98,61,53,21,68,52.0,5
Rick Karsdorp,NED,DF,Roma,Serie A,27.0,36,0.0,0.0,0.0,0,0,0,1832,1502,81.99,88.6,86.8,66.5,2,88,22,25.0,36,1884.82,11,25,44.0,2.0,9,1,27,14,0,7,12,36.67,0,17,0.93,0.0,0.91,0.16,0.0,12,6,46,52,67,84,23,52,77,90,98,96,9,55,90,52.0,5
Vladimír Coufal,CZE,DF,West Ham,Premier League,29.0,28,0.0,0.0,0.0,0,0,0,1419,984,69.34,84.7,73.3,34.8,4,80,17,21.25,22,1222.22,13,28,46.43,2.04,5,1,30,20,1,40,42,48.8,0,99,6.98,0.0,2.04,0.37,0.0,30,85,21,9,9,84,44,61,83,69,98,81,56,13,80,52.0,4
Matteo Darmian,ITA,DF,Inter,Serie A,32.0,25,0.12,0.25,0.5,0,0,2,703,564,80.23,89.9,83.1,62.7,1,37,10,27.03,22,1222.22,3,7,42.86,2.57,4,0,26,21,0,19,7,73.08,0,18,2.56,0.06,1.44,0.0,0.0,90,20,57,39,59,84,15,43,75,69,85,72,50,47,69,52.0,7
Nuno Mendes,POR,DF,Paris S-G,Ligue 1,19.0,27,0.0,0.0,0.0,0,0,0,1135,993,87.49,92.1,88.7,75.7,1,30,5,16.67,25,1020.41,19,50,38.0,2.28,3,0,21,25,0,9,12,42.98,0,19,1.67,0.0,2.39,0.27,0.0,19,9,74,60,85,84,35,56,66,77,85,61,13,69,69,52.0,5
Francisco Garcia,ESP,DF,Rayo Vallecano,La Liga,22.0,34,0.03,0.04,0.13,0,0,1,1694,1334,78.75,91.2,82.8,50.9,0,99,22,22.22,33,1941.18,13,33,39.39,1.45,4,0,28,18,0,30,44,40.45,0,54,3.19,0.0,2.26,0.24,0.0,18,30,67,38,31,84,31,58,79,87,85,72,24,45,81,52.0,5
Dani Carvajal,ESP,DF,Real Madrid,La Liga,30.0,24,0.06,0.1,0.5,0,0,1,1208,1043,86.34,91.4,88.0,76.1,3,40,8,20.0,22,1083.74,8,20,40.0,2.6,1,0,25,11,0,15,17,46.77,0,39,3.23,0.0,1.92,0.52,0.0,26,31,69,57,86,84,57,60,73,69,85,35,26,64,59,52.0,5
Javi Galán,ESP,DF,Celta Vigo,La Liga,27.0,37,0.0,0.0,0.0,0,0,0,2195,1719,78.31,89.2,82.5,52.1,3,122,22,18.03,77,2219.02,62,94,65.96,1.91,8,0,68,81,0,30,48,38.5,0,54,2.46,0.0,1.86,0.19,0.0,15,19,52,36,35,84,26,55,99,99,85,94,17,41,94,52.0,4
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,30.0,21,0.05,0.06,0.5,0,0,1,1240,952,76.77,89.0,82.0,40.0,1,64,11,17.19,28,1115.54,7,15,46.67,2.27,5,2,40,7,0,54,31,63.48,0,56,4.52,0.0,1.97,0.49,0.0,67,56,51,34,12,84,54,55,94,82,99,81,52,27,76,52.0,5
Rico Henry,ENG,DF,Brentford,Premier League,24.0,34,0.1,0.21,0.6,0,0,3,1203,870,72.32,84.5,76.7,46.4,0,50,13,26.0,27,1985.29,23,53,43.4,1.47,2,0,21,32,0,37,45,45.11,0,85,7.07,0.0,2.4,0.39,0.0,23,85,20,16,21,84,46,66,66,80,85,49,54,19,70,52.0,4
Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,29.0,37,0.11,0.08,0.18,1,2,4,2589,2084,80.49,92.5,87.4,57.5,1,142,36,25.35,18,1698.11,9,30,30.0,1.33,5,1,26,41,1,8,26,23.71,0,57,2.2,0.0,1.31,0.29,0.0,5,14,77,54,47,84,37,59,75,60,98,81,10,59,78,52.0,5
Matteo Lovato,ITA,DF,Cagliari,Serie A,22.0,16,0.0,0.0,0.0,0,0,0,579,483,83.42,84.4,90.9,71.7,0,0,0,,23,1133.0,4,6,66.67,6.0,4,0,16,16,0,37,29,56.07,0,47,8.12,0.0,1.96,0.72,0.0,48,91,20,70,77,84,73,54,52,72,85,72,53,43,54,51.0,3
Enzo Ebosse,CMR,DF,Angers,Ligue 1,23.0,27,0.0,0.0,0.0,0,0,0,1079,916,84.89,91.5,88.9,66.1,0,11,3,27.27,14,891.72,10,15,66.67,3.47,1,0,16,20,0,25,26,48.97,0,37,3.43,0.0,1.24,0.38,0.0,30,34,70,61,66,84,45,59,52,49,85,35,30,62,52,51.0,4
Nehuén Pérez,ARG,DF,Udinese,Serie A,21.0,20,0.0,0.0,0.0,0,0,0,771,602,78.08,88.4,84.5,56.3,1,1,0,0.0,26,921.99,8,17,47.06,2.82,6,0,33,9,0,35,36,49.34,0,36,4.67,0.0,2.02,0.64,0.05,31,58,44,43,44,92,66,61,87,78,85,87,37,36,70,51.0,4
Iago,BRA,DF,Augsburg,Bundesliga,25.0,28,0.08,0.17,0.4,0,0,2,1188,812,68.35,88.0,71.0,47.5,5,92,20,21.74,36,1558.44,14,35,40.0,1.89,3,0,21,18,1,32,27,54.1,0,61,5.13,0.0,2.36,0.25,0.0,44,65,40,6,23,84,33,56,66,90,85,61,53,22,73,51.0,4
Renan Lodi,BRA,DF,Atlético Madrid,La Liga,24.0,29,0.15,0.2,0.5,0,0,2,642,503,78.35,88.4,82.0,48.1,2,41,5,12.2,17,696.72,17,34,50.0,4.03,4,0,23,24,0,24,28,46.1,0,28,4.36,0.0,2.29,0.31,0.0,24,53,44,34,25,84,39,61,70,57,85,72,38,34,70,51.0,6
Bosko Sutalo,CRO,DF,Hellas Verona,Serie A,22.0,24,0.0,0.0,0.0,0,0,0,488,383,78.48,84.2,82.4,64.9,0,8,3,37.5,9,382.98,8,16,50.0,5.5,0,0,12,10,0,33,24,57.96,0,39,7.99,0.0,1.96,0.59,0.0,52,90,18,35,63,84,62,63,42,35,85,20,64,35,41,51.0,6
Reece James,ENG,DF,Chelsea,Premier League,22.0,26,0.24,0.14,0.5,0,0,5,1667,1444,86.62,93.4,88.4,69.3,9,82,13,15.85,23,1223.4,34,43,79.07,4.05,4,1,18,37,1,22,24,47.75,0,33,1.98,0.0,1.4,0.14,0.05,28,11,84,59,73,92,20,50,59,72,98,72,18,67,70,51.0,7
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,30.0,32,0.14,0.14,0.44,0,0,4,1369,957,69.91,82.0,74.5,49.0,5,72,22,30.56,45,1867.22,16,38,42.11,1.47,8,1,29,34,0,46,66,41.07,0,59,4.31,0.0,2.48,0.28,0.0,18,52,12,10,27,84,36,61,81,96,98,94,35,16,92,51.0,5
Max Aarons,ENG,DF,Norwich City,Premier League,22.0,34,0.0,0.0,0.0,0,0,0,1440,1088,75.56,90.0,77.0,45.2,2,45,8,17.78,37,1712.96,33,78,42.31,1.4,8,0,31,59,1,15,51,22.82,0,29,2.01,0.0,2.69,0.69,0.03,5,12,58,17,19,87,69,78,84,91,85,94,8,31,88,51.0,4
Gabriel Gudmundsson,SWE,DFMF,Lille,Ligue 1,23.0,30,0.07,0.05,0.17,0,0,1,712,523,73.46,90.6,80.2,43.4,0,43,5,11.63,24,687.68,21,39,53.85,3.62,3,0,29,19,0,19,21,47.58,0,25,3.51,0.0,1.95,0.2,0.0,28,36,62,27,16,84,27,56,81,75,85,61,32,35,76,50.0,5
Ibrahima Konaté,FRA,DF,Liverpool,Premier League,23.0,11,0.0,0.0,0.0,0,0,0,728,654,89.84,91.9,94.8,75.8,0,0,0,,8,629.92,3,3,100.0,9.0,2,0,13,3,0,41,16,72.01,0,42,5.77,0.0,1.36,0.91,0.09,89,73,73,89,85,98,84,53,45,34,85,49,55,56,36,50.0,4
Thomas Foket,BEL,DFMF,Reims,Ligue 1,27.0,29,0.04,0.13,0.33,0,0,1,1098,862,78.51,90.9,81.9,53.7,0,50,14,28.0,17,1360.0,16,25,64.0,2.6,5,0,29,28,0,15,27,35.5,0,49,4.46,0.04,1.49,0.16,0.0,11,55,64,33,37,84,23,51,81,57,85,81,32,44,75,50.0,4
Samir Santos,BRA,DF,Udinese,Serie A,27.0,17,0.0,0.0,0.0,0,0,0,687,551,80.2,91.8,85.4,53.5,0,12,2,16.67,23,845.59,5,6,83.33,5.33,5,0,38,17,0,46,14,76.58,0,21,3.06,0.0,2.03,0.44,0.0,93,28,72,47,37,84,50,48,93,72,85,81,47,41,65,50.0,5
Jaume Costa,ESP,DF,Mallorca,La Liga,34.0,25,0.0,0.0,0.0,0,0,0,1001,735,73.43,86.6,76.4,42.7,4,54,13,24.07,24,1132.08,11,15,73.33,3.6,5,1,22,33,0,28,29,49.11,0,62,6.19,0.0,1.58,0.39,0.0,31,77,30,15,15,84,46,57,68,75,98,81,50,18,74,50.0,5
Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,35.0,25,0.09,0.1,0.4,0,0,2,1145,778,67.95,84.6,79.2,39.6,0,71,16,22.54,24,1038.96,10,25,40.0,2.72,5,0,27,7,0,44,23,65.68,0,57,4.98,0.0,1.72,0.14,0.05,74,63,20,23,12,92,20,49,77,75,85,81,63,17,73,50.0,4
Florian Grillitsch,AUT,DFMF,Hoffenheim,Bundesliga,26.0,18,0.0,0.0,0.0,0,0,0,1026,921,89.77,90.8,94.0,85.6,0,8,2,25.0,27,1093.12,5,10,50.0,3.0,7,0,16,26,0,30,26,53.55,0,34,3.31,0.0,1.33,0.3,0.0,43,32,63,86,95,84,38,44,52,80,85,91,30,65,62,50.0,4
Yerry Mina,COL,DF,Everton,Premier League,27.0,13,0.0,0.0,0.0,0,0,0,353,289,81.87,86.0,86.1,73.2,0,2,0,0.0,12,662.98,0,1,0.0,11.0,3,0,9,9,0,38,17,69.06,0,35,9.92,0.0,2.02,1.17,0.11,84,95,27,49,79,98,92,60,35,44,85,61,64,37,40,50.0,5
Loïc Bade,FRA,DF,Rennes,Ligue 1,22.0,14,0.0,0.0,0.0,0,0,0,711,654,91.98,94.3,93.7,87.0,1,2,1,50.0,3,652.17,2,2,100.0,9.0,3,1,7,2,0,32,16,66.67,0,25,3.52,0.0,1.83,0.92,0.0,79,37,88,85,95,84,85,55,29,20,98,61,43,66,38,50.0,6
Lorenzo Venuti,ITA,DF,Fiorentina,Serie A,27.0,23,0.0,0.0,0.0,0,0,0,1046,904,86.42,91.0,90.2,73.3,0,23,4,17.39,11,916.67,4,9,44.44,3.22,4,0,16,32,1,14,8,63.49,0,22,2.1,0.0,1.2,0.23,0.0,67,12,65,67,80,84,30,47,52,39,85,72,35,62,55,50.0,6
Dan-Axel Zagadou,FRA,DF,Dortmund,Bundesliga,22.0,15,0.0,0.0,0.0,0,0,0,921,818,88.82,92.0,92.5,74.7,0,2,0,0.0,7,437.5,4,5,80.0,7.6,2,0,12,7,0,54,17,76.08,0,33,3.58,0.0,1.6,0.57,0.09,93,38,73,79,82,98,60,52,42,31,85,49,49,58,39,50.0,4
Mert Müldür,TUR,DF,Sassuolo,Serie A,23.0,31,0.0,0.0,0.0,0,0,0,1198,968,80.8,90.9,83.3,54.9,0,34,5,14.71,30,1333.33,24,31,77.42,3.84,5,0,28,16,0,13,27,32.39,0,24,2.0,0.0,1.89,0.31,0.0,8,12,64,40,40,84,39,61,79,84,85,81,10,48,82,50.0,5
Frederic Guilbert,FRA,DF,Strasbourg,Ligue 1,27.0,33,0.0,0.0,0.0,0,0,0,1529,1051,68.74,85.0,75.7,44.5,4,122,24,19.67,42,1418.92,37,64,57.81,2.17,4,0,27,26,0,34,38,47.08,0,53,3.47,0.0,1.93,0.43,0.0,27,36,23,13,18,84,50,67,77,94,85,72,32,18,82,50.0,5
Leo Dubois,FRA,DF,Lyon,Ligue 1,27.0,23,0.0,0.0,0.0,0,0,0,1355,1136,83.84,92.3,88.2,60.2,0,58,10,17.24,37,1280.28,10,22,45.45,2.36,5,0,19,15,0,18,23,43.87,0,44,3.25,0.05,2.27,0.15,0.1,20,31,75,58,53,98,21,50,62,91,85,81,23,55,70,50.0,6
Pedrosa,ESP,DF,Espanyol,La Liga,24.0,31,0.03,0.04,0.14,0,0,1,1281,967,75.49,88.6,80.1,43.8,1,76,10,13.16,35,1794.87,43,79,54.43,2.01,8,0,20,53,0,19,30,38.89,0,46,3.59,0.0,1.72,0.36,0.0,15,38,46,27,17,84,43,63,65,89,85,94,26,30,83,50.0,4
